75	76
75	77
75	78
75	79
76	72
76	73
76	74
76	75
76	76
76	77
76	78
76	79
76	80
77	73
77	74
77	75
77	76
77	77
77	78
77	79
77	80
77	81
78	74
78	75
78	76
78	77
78	78
78	79
78	80
78	81
78	82
79	75
79	76
79	77
79	78
79	79
79	80
79	81
79	82
79	83
80	76
80	77
80	78
80	79
80	80
80	81
80	82
80	83
80	84
81	77
81	78
81	79
81	80
81	81
81	82
81	83
81	84
81	85
82	78
82	79
82	80
82	81
82	82
82	83
82	84
82	85
82	86
83	79
83	80
83	81
83	82
83	83
83	84
83	85
83	86
83	87
84	80
84	81
84	82
84	83
84	84
84	85
84	86
84	87
84	88
85	81
85	82
85	83
85	84
85	85
85	86
85	87
85	88
85	89
86	82
86	83
86	84
86	85
86	86
86	87
86	88
86	89
86	90
87	83
87	84
87	85
87	86
87	87
87	88
87	89
87	90
87	91
88	84
88	85
88	86
88	87
88	88
88	89
88	90
88	91
88	92
89	85
89	86
89	87
89	88
89	89
89	90
89	91
89	92
89	93
90	86
90	87
90	88
90	89
90	90
90	91
90	92
90	93
90	94
91	87
91	88
91	89
91	90
91	91
91	92
91	93
91	94
91	95
92	88
92	89
92	90
92	91
92	92
92	93
92	94
92	95
92	96
93	89
93	90
93	91
93	92
93	93
93	94
93	95
93	96
93	97
94	90
94	91
94	92
94	93
94	94
94	95
94	96
94	97
94	98
95	91
95	92
95	93
95	94
95	95
95	96
95	97
95	98
95	99
96	92
96	93
96	94
96	95
96	96
96	97
96	98
96	99
96	100
97	93
97	94
97	95
97	96
97	97
97	98
97	99
97	100
97	101
98	94
98	95
98	96
98	97
98	98
98	99
98	100
98	101
98	102
99	95
99	96
99	97
99	98
99	99
99	100
99	101
99	102
99	103
100	95
100	96
100	97
100	98
100	99
100	100
100	101
100	102
100	103
100	104
100	105
101	96
101	97
101	98
101	99
101	100
101	101
101	102
101	103
101	104
101	105
101	106
102	97
102	98
102	99
102	100
102	101
102	102
102	103
102	104
102	105
102	106
102	107
103	98
103	99
103	100
103	101
103	102
103	103
103	104
103	105
103	106
103	107
103	108
104	99
104	100
104	101
104	102
104	103
104	104
104	105
104	106
104	107
104	108
104	109
105	100
105	101
105	102
105	103
105	104
105	105
105	106
105	107
105	108
105	109
105	110
106	101
106	102
106	103
106	104
106	105
106	106
106	107
106	108
106	109
106	110
106	111
107	102
107	103
107	104
107	105
107	106
107	107
107	108
107	109
107	110
107	111
107	112
108	103
108	104
108	105
108	106
108	107
108	108
108	109
108	110
108	111
108	112
108	113
109	104
109	105
109	106
109	107
109	108
109	109
109	110
109	111
109	112
109	113
109	114
110	105
110	106
110	107
110	108
110	109
110	110
110	111
110	112
110	113
110	114
110	115
111	106
111	107
111	108
111	109
111	110
111	111
111	112
111	113
111	114
111	115
111	116
112	107
112	108
112	109
112	110
112	111
112	112
112	113
112	114
112	115
112	116
112	117
113	108
113	109
113	110
113	111
113	112
113	113
113	114
113	115
113	116
113	117
113	118
114	109
114	110
114	111
114	112
114	113
114	114
114	115
114	116
114	117
114	118
114	119
115	110
115	111
115	112
115	113
115	114
115	115
115	116
115	117
115	118
115	119
115	120
116	111
116	112
116	113
116	114
116	115
116	116
116	117
116	118
116	119
116	120
116	121
117	112
117	113
117	114
117	115
117	116
117	117
117	118
117	119
117	120
117	121
117	122
118	113
118	114
118	115
118	116
118	117
118	118
118	119
118	120
118	121
118	122
118	123
119	114
119	115
119	116
119	117
119	118
119	119
119	120
119	121
119	122
119	123
119	124
120	114
120	115
120	116
120	117
120	118
120	119
120	120
120	121
120	122
120	123
120	124
120	125
120	126
121	115
121	116
121	117
121	118
121	119
121	120
121	121
121	122
121	123
121	124
121	125
121	126
121	127
122	116
122	117
122	118
122	119
122	120
122	121
122	122
122	123
122	124
122	125
122	126
122	127
122	128
123	117
123	118
123	119
123	120
123	121
123	122
123	123
123	124
123	125
123	126
123	127
123	128
123	129
124	118
124	119
124	120
124	121
124	122
124	123
124	124
124	125
124	126
124	127
124	128
124	129
124	130
125	119
125	120
125	121
125	122
125	123
125	124
125	125
125	126
125	127
125	128
125	129
125	130
125	131
126	120
126	121
126	122
126	123
126	124
126	125
126	126
126	127
126	128
126	129
126	130
126	131
126	132
127	121
127	122
127	123
127	124
127	125
127	126
127	127
127	128
127	129
127	130
127	131
127	132
127	133
128	122
128	123
128	124
128	125
128	126
128	127
128	128
128	129
128	130
128	131
128	132
128	133
128	134
129	123
129	124
129	125
129	126
129	127
129	128
129	129
129	130
129	131
129	132
129	133
129	134
129	135
130	124
130	125
130	126
130	127
130	128
130	129
130	130
130	131
130	132
130	133
130	134
130	135
130	136
131	125
131	126
131	127
131	128
131	129
131	130
131	131
131	132
131	133
131	134
131	135
131	136
131	137
132	126
132	127
132	128
132	129
132	130
132	131
132	132
132	133
132	134
132	135
132	136
132	137
132	138
133	127
133	128
133	129
133	130
133	131
133	132
133	133
133	134
133	135
133	136
133	137
133	138
133	139
134	128
134	129
134	130
134	131
134	132
134	133
134	134
134	135
134	136
134	137
134	138
134	139
134	140
135	129
135	130
135	131
135	132
135	133
135	134
135	135
135	136
135	137
135	138
135	139
135	140
135	141
136	130
136	131
136	132
136	133
136	134
136	135
136	136
136	137
136	138
136	139
136	140
136	141
136	142
137	131
137	132
137	133
137	134
137	135
137	136
137	137
137	138
137	139
137	140
137	141
137	142
137	143
138	132
138	133
138	134
138	135
138	136
138	137
138	138
138	139
138	140
138	141
138	142
138	143
138	144
139	133
139	134
139	135
139	136
139	137
139	138
139	139
139	140
139	141
139	142
139	143
139	144
139	145
140	133
140	134
140	135
140	136
140	137
140	138
140	139
140	140
140	141
140	142
140	143
140	144
140	145
140	146
140	147
141	134
141	135
141	136
141	137
141	138
141	139
141	140
141	141
141	142
141	143
141	144
141	145
141	146
141	147
141	148
142	135
142	136
142	137
142	138
142	139
142	140
142	141
142	142
142	143
142	144
142	145
142	146
142	147
142	148
142	149
143	136
143	137
143	138
143	139
143	140
143	141
143	142
143	143
143	144
143	145
143	146
143	147
143	148
143	149
143	150
144	137
144	138
144	139
144	140
144	141
144	142
144	143
144	144
144	145
144	146
144	147
144	148
144	149
144	150
144	151
145	138
145	139
145	140
145	141
145	142
145	143
145	144
145	145
145	146
145	147
145	148
145	149
145	150
145	151
145	152
146	139
146	140
146	141
146	142
146	143
146	144
146	145
146	146
146	147
146	148
146	149
146	150
146	151
146	152
146	153
147	140
147	141
147	142
147	143
147	144
147	145
147	146
147	147
147	148
147	149
147	150
147	151
147	152
147	153
147	154
148	141
148	142
148	143
148	144
148	145
148	146
148	147
148	148
148	149
148	150
148	151
148	152
148	153
148	154
148	155
149	142
149	143
149	144
149	145
149	146
149	147
149	148
149	149
149	150
149	151
149	152
149	153
149	154
149	155
149	156
150	143
150	144
150	145
150	146
150	147
150	148
150	149
150	150
150	151
150	152
150	153
150	154
150	155
150	156
150	157
