1	1
2	2
2	3
3	2
3	3
3	4
4	3
4	4
4	5
5	4
5	5
5	6
6	5
6	6
6	7
7	5
7	6
7	7
7	8
7	9
8	6
8	7
8	8
8	9
8	10
9	7
9	8
9	9
9	10
9	11
10	8
10	9
10	10
10	11
10	12
11	9
11	10
11	11
11	12
11	13
12	10
12	11
12	12
12	13
12	14
13	11
13	12
13	13
13	14
13	15
14	12
14	13
14	14
14	15
14	16
15	13
15	14
15	15
15	16
15	17
16	14
16	15
16	16
16	17
16	18
17	15
17	16
17	17
17	18
17	19
18	16
18	17
18	18
18	19
18	20
19	17
19	18
19	19
19	20
19	21
20	17
20	18
20	19
20	20
20	21
20	22
20	23
21	18
21	19
21	20
21	21
21	22
21	23
21	24
22	19
22	20
22	21
22	22
22	23
22	24
22	25
23	20
23	21
23	22
23	23
23	24
23	25
23	26
24	21
24	22
24	23
24	24
24	25
24	26
24	27
25	22
25	23
25	24
25	25
25	26
25	27
25	28
26	23
26	24
26	25
26	26
26	27
26	28
26	29
27	23
27	24
27	25
27	26
27	27
27	28
27	29
27	30
27	31
28	24
28	25
28	26
28	27
28	28
28	29
28	30
28	31
28	32
29	25
29	26
29	27
29	28
29	29
29	30
29	31
29	32
29	33
30	26
30	27
30	28
30	29
30	30
30	31
30	32
30	33
30	34
31	27
31	28
31	29
31	30
31	31
31	32
31	33
31	34
31	35
32	28
32	29
32	30
32	31
32	32
32	33
32	34
32	35
32	36
33	29
33	30
33	31
33	32
33	33
33	34
33	35
33	36
33	37
34	30
34	31
34	32
34	33
34	34
34	35
34	36
34	37
34	38
35	31
35	32
35	33
35	34
35	35
35	36
35	37
35	38
35	39
36	32
36	33
36	34
36	35
36	36
36	37
36	38
36	39
36	40
37	33
37	34
37	35
37	36
37	37
37	38
37	39
37	40
37	41
38	34
38	35
38	36
38	37
38	38
38	39
38	40
38	41
38	42
39	35
39	36
39	37
39	38
39	39
39	40
39	41
39	42
39	43
40	36
40	37
40	38
40	39
40	40
40	41
40	42
40	43
40	44
41	37
41	38
41	39
41	40
41	41
41	42
41	43
41	44
41	45
42	38
42	39
42	40
42	41
42	42
42	43
42	44
42	45
42	46
43	39
43	40
43	41
43	42
43	43
43	44
43	45
43	46
43	47
44	40
44	41
44	42
44	43
44	44
44	45
44	46
44	47
44	48
45	41
45	42
45	43
45	44
45	45
45	46
45	47
45	48
45	49
46	42
46	43
46	44
46	45
46	46
46	47
46	48
46	49
46	50
47	43
47	44
47	45
47	46
47	47
47	48
47	49
47	50
47	51
48	44
48	45
48	46
48	47
48	48
48	49
48	50
48	51
48	52
49	45
49	46
49	47
49	48
49	49
49	50
49	51
49	52
49	53
50	46
50	47
50	48
50	49
50	50
50	51
50	52
50	53
50	54
51	47
51	48
51	49
51	50
51	51
51	52
51	53
51	54
51	55
52	48
52	49
52	50
52	51
52	52
52	53
52	54
52	55
52	56
53	49
53	50
53	51
53	52
53	53
53	54
53	55
53	56
53	57
54	50
54	51
54	52
54	53
54	54
54	55
54	56
54	57
54	58
55	51
55	52
55	53
55	54
55	55
55	56
55	57
55	58
55	59
56	52
56	53
56	54
56	55
56	56
56	57
56	58
56	59
56	60
57	53
57	54
57	55
57	56
57	57
57	58
57	59
57	60
57	61
58	54
58	55
58	56
58	57
58	58
58	59
58	60
58	61
58	62
59	55
59	56
59	57
59	58
59	59
59	60
59	61
59	62
59	63
60	56
60	57
60	58
60	59
60	60
60	61
60	62
60	63
60	64
61	57
61	58
61	59
61	60
61	61
61	62
61	63
61	64
61	65
62	58
62	59
62	60
62	61
62	62
62	63
62	64
62	65
62	66
63	59
63	60
63	61
63	62
63	63
63	64
63	65
63	66
63	67
64	60
64	61
64	62
64	63
64	64
64	65
64	66
64	67
64	68
65	61
65	62
65	63
65	64
65	65
65	66
65	67
65	68
65	69
66	62
66	63
66	64
66	65
66	66
66	67
66	68
66	69
66	70
67	63
67	64
67	65
67	66
67	67
67	68
67	69
67	70
67	71
68	64
68	65
68	66
68	67
68	68
68	69
68	70
68	71
68	72
69	65
69	66
69	67
69	68
69	69
69	70
69	71
69	72
69	73
70	66
70	67
70	68
70	69
70	70
70	71
70	72
70	73
70	74
71	67
71	68
71	69
71	70
71	71
71	72
71	73
71	74
71	75
72	68
72	69
72	70
72	71
72	72
72	73
72	74
72	75
72	76
73	69
73	70
73	71
73	72
73	73
73	74
73	75
73	76
73	77
74	70
74	71
74	72
74	73
74	74
74	75
74	76
74	77
74	78
75	71
75	72
75	73
75	74
75	75
